Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,label_conflict,Review_Clean,Review_Preprocessed,Sentiment_Label,Emotion_Label
Camera,Brica B-Steady PRO - BSteady PRO - Gimbal 3-Axis Stabilizer - PAKET STANDAR,Jakarta Pusat,1055000,4.9,2006,1125,1,"Cepet nyampe karena pake yg kiriman sehari, mic nya ga bsa dpake. Chat ke penjualnya, bilang nya itu cuma bonusan.. so.. emang klo bonusan harus dkasi yg rusak..",Negative,Fear,False,"cepet nyampe karena pake yg kiriman sehari, mic nya ga bsa dpake. chat ke penjualnya, bilang nya itu cuma bonusan. so. emang klo bonusan harus dkasi yg rusak.",cepet nyampe pake yg kirim hari mic nya ga bsa dpake chat jual bilang nya cuma bonus so emang klo bonus dkasi yg rusak,0,1
Camera,Brica B-Steady PRO - BSteady PRO - Gimbal 3-Axis Stabilizer - PAKET STANDAR,Jakarta Pusat,1055000,4.9,2006,1125,1,"dalam kondisi mati lampu hijaunya tetap hidup, sampai-sampai batrainya berkurang tampa di pakai",Negative,Sadness,False,"dalam kondisi mati lampu hijaunya tetap hidup, sampai-sampai batrainya berkurang tampa di pakai",kondisi mati lampu hijau tetap hidup batrainya kurang tampa pakai,0,2
Camera,Brica B-Steady PRO - BSteady PRO - Gimbal 3-Axis Stabilizer - PAKET STANDAR,Jakarta Pusat,1055000,4.9,2006,1125,3,"Produk yang saya terima kondisi motor sabliziernya kurang baik, al hasil video bukannya jadi mulus malah unstableized",Negative,Sadness,False,"produk yang saya terima kondisi motor sabliziernya kurang baik, al hasil video bukannya jadi mulus malah unstableized",produk terima kondisi motor sabliziernya kurang baik al hasil video bukan jadi mulus malah unstableized,0,2
Camera,Brica B-Steady PRO - BSteady PRO - Gimbal 3-Axis Stabilizer - PAKET STANDAR,Jakarta Pusat,1055000,4.9,2006,1125,3,"barang sampe cepat, packaging rapi dan aman.cuma sayang bbrp fitur seperti tombol trigger dan AI Lock nya ga bisa. Tanya ke toko, mesti hub garansinya, toko ga bisa bantu. mohon maaf ya kasih bintangnya 3, karena saya kurang puas. trimakasih",Negative,Sadness,False,"barang sampe cepat, packaging rapi dan aman.cuma sayang bbrp fitur seperti tombol trigger dan ai lock nya ga bisa. tanya ke toko, mesti hub garansinya, toko ga bisa bantu. mohon maaf ya kasih bintangnya 3, karena saya kurang puas. trimakasih",barang sampe cepat packaging rapi aman cuma sayang bbrp fitur tombol trigger ai lock nya ga tanya toko mesti hub garansi toko ga bantu mohon maaf kasih bintang kurang puas trimakasih,0,2
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM1,Jakarta Barat,245000,4.9,4652,2252,3,"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan ga compatible juga sama splitter jack.",Negative,Fear,False,"saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. tapi kenapa berbeda ya ketika beli barang nya. noise nya masih terdengar meskipun pakai deadcat di indoor. dan ga compatible juga sama splitter jack.",lihat review produk hasil suara kualitas youtube lumayan bagus beda beli barang nya noise nya dengar meski pakai deadcat indoor ga compatible sama splitter jack,0,1
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM2,Jakarta Barat,245000,4.9,4652,2252,1,"kabel jack nya sangat tidak bagus. saya colok ke mic nya tidak terbaca, saya coba colok ke speaker harus di teken biar nyala suara. untuk mic nya bagus tapi saya harus pake jack yang lain.",Negative,Sadness,False,"kabel jack nya sangat tidak bagus. saya colok ke mic nya tidak terbaca, saya coba colok ke speaker harus di teken biar nyala suara. untuk mic nya bagus tapi saya harus pake jack yang lain.",kabel jack nya sangat tidak bagus colok mic nya tidak baca coba colok speaker teken biar nyala suara mic nya bagus pake jack,0,2
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM3,Jakarta Barat,245000,4.9,4652,2252,1,Barang tidak sesuai yg diiklannkan. sdh di tukar yg baru tapi sama payahnya tidak peka dan tidak copartble untuk beberapa merk,Negative,Sadness,False,barang tidak sesuai yg diiklannkan. sdh di tukar yg baru tapi sama payahnya tidak peka dan tidak copartble untuk beberapa merk,barang tidak sesuai yg diiklannkan sdh tukar yg baru sama payah tidak peka tidak copartble beberapa merk,0,2
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM4,Jakarta Barat,245000,4.9,4652,2252,1,Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,Negative,Sadness,False,suaranya gk bs bersih. ada noise. hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,suara gk bs bersih noise hasil lebih bagus ngerekam pakai headset iphone drpd pakai,0,2
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM5,Jakarta Barat,245000,4.9,4652,2252,1,"Tidak bisa digunakan secara native, harus menggunakan aplikasi tertentu (tidak disebutkan di deskripsi). Windshield rusak on arrival.",Negative,Sadness,False,"tidak bisa digunakan secara native, harus menggunakan aplikasi tertentu (tidak disebutkan di deskripsi). windshield rusak on arrival.",tidak guna native guna aplikasi tentu tidak sebut deskripsi windshield rusak on arrival,0,2
Camera,Alas Foto 3D Midio Motif Cement Background Foto 3D Ukuran 53x100cm,Jakarta Barat,35000,4.9,8510,1825,3,"Saya sudah tulis motif iron cement, tapi ternyata ga ke save. Penjual ga tanya motif dulu, malah langsung kirim motif acak.",Negative,Fear,False,"saya sudah tulis motif iron cement, tapi ternyata ga ke save. penjual ga tanya motif dulu, malah langsung kirim motif acak.",tulis motif iron cement nyata ga save jual ga tanya motif dulu malah langsung kirim motif acak,0,1
Camera,Alas Foto 3D Midio Motif Cement Background Foto 3D Ukuran 53x100cm,Jakarta Barat,35000,4.9,8510,1825,3,"Udah bbrp kali beli disini (di app ijo & oren), puas dgn barangnya. Hanya saja di pembelian terakhir ini, kecewa sih. Saya beli Oyster Cement, dengan asumsi warnanya abu muda seperti Dove Grey Cement, hanya saja lebih mulus teksturnya (sprti di katalog). Sudah saya cari referensi foto2 ulasan juga blm menemukan foto realnya. Jadi saya order saja. Ternyata pas datang, hasilnya jauh lebih kuning dari bayangan. Lalu saya bandingkan dengan Dove Grey Cement saya dari pembelian sebelumnya, tnyata beda banget (photo attached). Mgkn lain kali Seller kalo foto produknya, disetting dulu lighting/white balancenya supaya akurat & netral warnanya antar produk. Seller jg kurang komunikatif, sblmnya pernah minta foto produknya yg lebih jelas / zoom in, tidak diberikan. Bagi customer selanjutnya, pls note Oyster Cement sprti ini ya. Plus point: packing rapi & pengiriman cepat",Negative,Sadness,False,"udah bbrp kali beli disini (di app ijo & oren), puas dgn barangnya. hanya saja di pembelian terakhir ini, kecewa sih. saya beli oyster cement, dengan asumsi warnanya abu muda seperti dove grey cement, hanya saja lebih mulus teksturnya (sprti di katalog). sudah saya cari referensi foto2 ulasan juga blm menemukan foto realnya. jadi saya order saja. ternyata pas datang, hasilnya jauh lebih kuning dari bayangan. lalu saya bandingkan dengan dove grey cement saya dari pembelian sebelumnya, tnyata beda banget (photo attached). mgkn lain kali seller kalo foto produknya, disetting dulu lighting/white balancenya supaya akurat & netral warnanya antar produk. seller jg kurang komunikatif, sblmnya pernah minta foto produknya yg lebih jelas / zoom in, tidak diberikan. bagi customer selanjutnya, pls note oyster cement sprti ini ya. plus point: packing rapi & pengiriman cepat",udah bbrp kali beli sini app ijo oren puas dgn barang beli akhir kecewa sih beli oyster cement asumsi warna abu muda dove grey cement lebih mulus tekstur sprti katalog cari referensi foto ulas blm temu foto real jadi order nyata pas datang hasil jauh lebih kuning bayang lalu banding dove grey cement beli belum tnyata beda banget photo attached mgkn kali seller kalo foto produk disetting dulu lighting white balancenya akurat netral warna antar produk seller jg kurang komunikatif sblmnya pernah minta foto produk yg lebih jelas zoom in tidak beri customer lanjut pls note oyster cement sprti plus point packing rapi kirim cepat,0,2
Camera,Alas Foto 3D Midio Motif Cement Background Foto 3D Ukuran 53x100cm,Jakarta Barat,35000,4.9,8510,1825,3,"Barang udah sampai, tapi kondisinya sobek",Negative,Sadness,False,"barang udah sampai, tapi kondisinya sobek",barang udah kondisi sobek,0,2
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,Jakarta Barat,33500,4.8,7666,2213,3,"Agak penyok dikit yg sebelah kiri, usb gak berfungsi jadi mesti ganti usb sendiri",Negative,Sadness,False,"agak penyok dikit yg sebelah kiri, usb gak berfungsi jadi mesti ganti usb sendiri",penyok dikit yg belah kiri usb gak fungsi jadi mesti ganti usb sendiri,0,2
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,Jakarta Barat,33500,4.8,7666,2213,3,"Barang sampai, kabel yg dikasih rusak. Jadi harus pakai kabel lain biar lampu nyala. Mungkin next QC nya bs di tingkatkan",Negative,Sadness,False,"barang sampai, kabel yg dikasih rusak. jadi harus pakai kabel lain biar lampu nyala. mungkin next qc nya bs di tingkatkan",barang kabel yg kasih rusak jadi pakai kabel biar lampu nyala mungkin next qc nya bs tingkat,0,2
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,Jakarta Barat,33500,4.8,7666,2213,2,Barang berfungsi norma. Kecuali kabel USB nya rusak. Jadi saya pake kabel USB HP. komplen ke toko hanya minta maaf tidak menawarkan untuk diganti. Tolong cek dulu sebelum dikirim. Tks,Negative,Sadness,False,barang berfungsi norma. kecuali kabel usb nya rusak. jadi saya pake kabel usb hp. komplen ke toko hanya minta maaf tidak menawarkan untuk diganti. tolong cek dulu sebelum dikirim. tks,barang fungsi norma kabel usb nya rusak jadi pake kabel usb hp komplen toko minta maaf tidak tawar ganti cek dulu kirim tks,0,2
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,Jakarta Barat,33500,4.8,7666,2213,2,"Barang sdh dtg packing rapih, tapi LED nya tdk nyala. Brg dtg ketika sy lg travelling pas di coba LED tdk nyala dan di hubungi tokonya tdk mau bertanggung jawab krn status order telah selesai. Selayaknya brg di test dahulu sebelum dikirim ke pembeli utk memastikan semua berfungsi!",Negative,Anger,False,"barang sdh dtg packing rapih, tapi led nya tdk nyala. brg dtg ketika sy lg travelling pas di coba led tdk nyala dan di hubungi tokonya tdk mau bertanggung jawab krn status order telah selesai. selayaknya brg di test dahulu sebelum dikirim ke pembeli utk memastikan semua berfungsi!",barang sdh dtg packing rapih led nya tdk nyala brg dtg sy lg travelling pas coba led tdk nyala hubung toko tdk mau tanggung jawab krn status order selesai layak brg test kirim beli utk pasti semua fungsi,0,0
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,Jakarta Barat,33500,4.8,7666,2213,1,"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",Negative,Fear,False,"miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",miniboxnya sih lampu led fungsi nyala semua kabel usbnya bengkok jadi ga masuk kepala charger jadi tidak fungsi baik jadi pakai kabel charger hp komplain maksud tinggal kirim kabel malah minta bukti unboxing lah memang youtuber hrs video unboxing klo belanja online fyi kemas ekspedi baik tidak rusak klo masalah dalem bengkok gak tau,0,1
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll",Jakarta Selatan,5500,4.3,7282,1275,2,pengiriman cepat...tp kurang teliti saat dikirim...Macro Lensnya tidak ada..saya cuma dapet fish eye sama wide angle... :( padahal macro lens yg saya mau..Mohon dicek dulu seblm dikirim..agak kecewa..,Negative,Sadness,False,pengiriman cepat.tp kurang teliti saat dikirim.macro lensnya tidak ada.saya cuma dapet fish eye sama wide angle. :( padahal macro lens yg saya mau.mohon dicek dulu seblm dikirim.agak kecewa.,kirim cepat tp kurang teliti kirim macro lens tidak cuma dapet fish eye sama wide angle padahal macro lens yg mau mohon cek dulu seblm kirim kecewa,0,2
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll",Jakarta Selatan,5500,4.3,7282,1275,2,"respon cepat, sayang lensa macro nya ada baret, masih dimaklumi lah karena murah, tp berharap kualitas barang bisa lebih baik",Negative,Sadness,False,"respon cepat, sayang lensa macro nya ada baret, masih dimaklumi lah karena murah, tp berharap kualitas barang bisa lebih baik",respon cepat sayang lensa macro nya baret maklum lah murah tp harap kualitas barang lebih baik,0,2
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll",Jakarta Selatan,5500,4.3,7282,1275,2,"barang sudah sampai, tapi salah satu lensanya ada yang tergores ditengahnya :(",Negative,Sadness,False,"barang sudah sampai, tapi salah satu lensanya ada yang tergores ditengahnya :(",barang salah satu lensa gores tengah,0,2
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll",Jakarta Selatan,5500,4.3,7282,1275,1,"QC oh QC .. lensa dalamnya pecah katnya udah Cek QC, picking asal padahal udah nambah buble wrap. perbaiki pelayanan..!",Negative,Anger,False,"qc oh qc . lensa dalamnya pecah katnya udah cek qc, picking asal padahal udah nambah buble wrap. perbaiki pelayanan.!",qc qc lensa dalam pecah katnya udah cek qc picking asal padahal udah nambah buble wrap baik layan,0,0
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll",Jakarta Selatan,5500,4.3,7282,1275,1,"TOKO TERBODOH YANG PERNAH ADA! 1. Packing ancur, tidak di packing sama sekali barang rusak. 2. Pesanan tidak sesuai. 3. Tujuan saya membeli di toko bodoh ini adalah membeli USB mini Fan, sebelum order tanya apakah barang ini ready? Toko menjawab ready. Hasilnya paket sampe di rumah di selipin uang refund USB mini Fan tersebut. Klk barang KOSONG cancel aja Tolol. SAYA HARAP PARA CUSTOMER BERPIKIR BERKALI KALI UNTUK BELANJA DI TOKO TOLOL INI. Dari pada kecewa setelah membeli nya. Terimakasih.",Negative,Anger,False,"toko terbodoh yang pernah ada! 1. packing ancur, tidak di packing sama sekali barang rusak. 2. pesanan tidak sesuai. 3. tujuan saya membeli di toko bodoh ini adalah membeli usb mini fan, sebelum order tanya apakah barang ini ready? toko menjawab ready. hasilnya paket sampe di rumah di selipin uang refund usb mini fan tersebut. klk barang kosong cancel aja tolol. saya harap para customer berpikir berkali kali untuk belanja di toko tolol ini. dari pada kecewa setelah membeli nya. terimakasih.",toko bodoh pernah packing ancur tidak packing sama sekali barang rusak pesan tidak sesuai tuju beli toko bodoh beli usb mini fan order tanya barang ready toko jawab ready hasil paket sampe rumah selipin uang refund usb mini fan sebut klk barang kosong cancel aja tolol harap customer pikir kali kali belanja toko tolol kecewa beli nya terimakasih,0,0
Camera,Klip Orange Backdrop clamp Studio Fotografi penjepit background BESAR,Jakarta Barat,9500,4.9,9573,1006,3,semoga bisa ditingkatkan lagi QCnya. packing baik dengan bubblewrap jadi tidak mungkin patah dari pengiriman. sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman. mungkin saat jepit waktu packing posisinya tidak pas jadi ujungnya gompal.,Negative,Sadness,False,semoga bisa ditingkatkan lagi qcnya. packing baik dengan bubblewrap jadi tidak mungkin patah dari pengiriman. sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman. mungkin saat jepit waktu packing posisinya tidak pas jadi ujungnya gompal.,moga tingkat qcnya packing baik bubblewrap jadi tidak mungkin patah kirim sayang tidak video unboxing belum pernah beli sangat aman mungkin jepit waktu packing posisi tidak pas jadi ujung gompal,0,2
Camera,Klip Orange Backdrop clamp Studio Fotografi penjepit background BESAR,Jakarta Barat,9500,4.9,9573,1006,3,"packingnya kurang banget, ujung2nya pd lecet. jumlah lengkap sesuai order",Negative,Sadness,False,"packingnya kurang banget, ujung2nya pd lecet. jumlah lengkap sesuai order",packingnya kurang banget ujung nya pd lecet jumlah lengkap sesuai order,0,2
Camera,Klip Orange Backdrop clamp Studio Fotografi penjepit background BESAR,Jakarta Barat,9500,4.9,9573,1006,2,"Murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.",Negative,Fear,False,"murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.",murah sesuai harga barang kerass banget butuh tangan ringan gak berat jd utk harga murah begini gausah ekspektasi tinggi,0,1
Camera,Klip Orange Backdrop clamp Studio Fotografi penjepit background BESAR,Jakarta Barat,9500,4.9,9573,1006,1,Keras sekali. Sampai tangan sakittt . Yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,Negative,Fear,False,keras sekali. sampai tangan sakitt . yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,keras sekali tangan sakitt yg jual paket bagus yg jual lepas beda bgt nyesel beli banyak,0,1
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,Jakarta Utara,15000,4.7,3304,1028,3,"sudah dtrima barusan, ada cacat goresan2 jadi ga mulus kesan spt bekas ketara (_ _) tapi y sudahlh. thanks.",Negative,Sadness,False,"sudah dtrima barusan, ada cacat goresan2 jadi ga mulus kesan spt bekas ketara (_ _) tapi y sudahlh. thanks.",dtrima barusan cacat gores jadi ga mulus kesan spt bekas tara sudahlh thanks,0,2
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,Jakarta Utara,15000,4.7,3304,1028,2,"kurang bagus buat kamera mirrorless, masih goyang goyang",Negative,Sadness,False,"kurang bagus buat kamera mirrorless, masih goyang goyang",kurang bagus buat kamera mirrorless goyang goyang,0,2
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,Jakarta Utara,15000,4.7,3304,1028,1,"unboxing barang setelah seminggu karena dr luar kota, kecewa bgt sy beli 2 barang ditoko ini, satu tripod ini satu lagi cover plastik anti air, pas diunboxing ternyata yg dikirim cuma tripod aja, cover plastiknya tidak ada. emang harga murah, gak sebrapa tapi kualitas toko harusnya diutamakan. gak tau gak teliti atau sengaja gak dikirim. yg pasti costumer udah dirugikan. waspada yg belanja online, power Negativege gak ngejamin trust seller.",Negative,Fear,False,"unboxing barang setelah seminggu karena dr luar kota, kecewa bgt sy beli 2 barang ditoko ini, satu tripod ini satu lagi cover plastik anti air, pas diunboxing ternyata yg dikirim cuma tripod aja, cover plastiknya tidak ada. emang harga murah, gak sebrapa tapi kualitas toko harusnya diutamakan. gak tau gak teliti atau sengaja gak dikirim. yg pasti costumer udah dirugikan. waspada yg belanja online, power negativege gak ngejamin trust seller.",unboxing barang minggu dr luar kota kecewa bgt sy beli barang toko satu tripod satu cover plastik anti air pas diunboxing nyata yg kirim cuma tripod aja cover plastik tidak emang harga murah gak sebrapa kualitas toko harus utama gak tau gak teliti sengaja gak kirim yg costumer udah rugi waspada yg belanja online power negativege gak ngejamin trust seller,0,1
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,Jakarta Utara,15000,4.7,3304,1028,1,kecewa barang tdk lengkap tdk ada holder U mohon dipetiksa sbelum.kirim anak saya nangis dan marah,Negative,Sadness,False,kecewa barang tdk lengkap tdk ada holder u mohon dipetiksa sbelum.kirim anak saya nangis dan marah,kecewa barang tdk lengkap tdk holder mohon dipetiksa sbelum kirim anak nang marah,0,2
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,Jakarta Barat,45000,4.6,1752,845,1,"barang kualitas jelek, kaki patah, banyak pecah sedikit ditekuk pecah dan copot.. blum sempet pake udh tak buang aja",Negative,Anger,False,"barang kualitas jelek, kaki patah, banyak pecah sedikit ditekuk pecah dan copot. blum sempet pake udh tak buang aja",barang kualitas jelek kaki patah banyak pecah sedikit tekuk pecah copot blum sempet pake udh tak buang aja,0,0
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,Jakarta Barat,45000,4.6,1752,845,1,Ukuran mur di kepala gorillanya ga sesuai dgn ukuran mur utk holder handpone begitu jg dgn kamera saya. Sgt mengecewakan. Jd sama sekali tak bs digunakan. Tolong ksh solusi dong,Negative,Sadness,False,ukuran mur di kepala gorillanya ga sesuai dgn ukuran mur utk holder handpone begitu jg dgn kamera saya. sgt mengecewakan. jd sama sekali tak bs digunakan. tolong ksh solusi dong,ukur mur kepala gorillanya ga sesuai dgn ukur mur utk holder handpone jg dgn kamera sgt kecewa jd sama sekali tak bs guna ksh solusi dong,0,2
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,Jakarta Barat,45000,4.6,1752,845,1,"Kurang tau karena apa, yg jelas sampai dirumah saya cek gorilla pod nya ternyata sudah ada yg pecah menjadikan kakinya gampang copot.",Negative,Sadness,False,"kurang tau karena apa, yg jelas sampai dirumah saya cek gorilla pod nya ternyata sudah ada yg pecah menjadikan kakinya gampang copot.",kurang tau apa yg jelas rumah cek gorilla pod nya nyata yg pecah jadi kaki gampang copot,0,2
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,Jakarta Barat,45000,4.6,1752,845,2,"Gan ini gimana ya gorrilapod nya ga cocok sm kamera saya bahkan untuk bawaannya aja ga bisa masuk ga sesuai yang di gorillapod terlalu besar, padahal saya sudah diskusi tanya apakah bisa untuk Fuji XA-3 dan agan jawab bisa. Ini kebesaran ga muat di lubangnya, di lubang untuk jd tongsis hp pun ga bisa dipasang :( barangnya bagus tapi ga sesuai dan gak bisa saya gunakan jadinya :((((",Negative,Anger,False,"gan ini gimana ya gorrilapod nya ga cocok sm kamera saya bahkan untuk bawaannya aja ga bisa masuk ga sesuai yang di gorillapod terlalu besar, padahal saya sudah diskusi tanya apakah bisa untuk fuji xa-3 dan agan jawab bisa. ini kebesaran ga muat di lubangnya, di lubang untuk jd tongsis hp pun ga bisa dipasang :( barangnya bagus tapi ga sesuai dan gak bisa saya gunakan jadinya :((((",gan gimana gorrilapod nya ga cocok sm kamera bahkan bawa aja ga masuk ga sesuai gorillapod terlalu besar padahal diskusi tanya fuji xa agan jawab besar ga muat lubang lubang jd tongsis hp ga pasang barang bagus ga sesuai gak guna jadi,0,0
Camera,Soft Shutter Button Release Cekung Concave Mirrorless Tombol - Merah,Jakarta Barat,25000,4.9,2012,802,1,"Barang hilang/tidak sampai tujuan. Resi nyangkut di agen kurir. Sempat kontak CS, dan CS mau tanyakan ke rekannya dulu, tapi sampai sekarang tidak ada kejelasan. Sayang sekali. Untung ini barang murah, jadi sy jg tidak rugi2 amat.",Negative,Fear,False,"barang hilang/tidak sampai tujuan. resi nyangkut di agen kurir. sempat kontak cs, dan cs mau tanyakan ke rekannya dulu, tapi sampai sekarang tidak ada kejelasan. sayang sekali. untung ini barang murah, jadi sy jg tidak rugi2 amat.",barang hilang tidak tuju resi nyangkut agen kurir sempat kontak cs cs mau tanya rekan dulu sekarang tidak jelas sayang sekali untung barang murah jadi sy jg tidak rugi,0,1
Camera,Soft Shutter Button Release Cekung Concave Mirrorless Tombol - Merah,Jakarta Barat,25000,4.9,2012,802,2,Gampang lepas dan kurang nge-grip di new Fujifilm X-T3 saya,Negative,Sadness,False,gampang lepas dan kurang nge-grip di new fujifilm x-t3 saya,gampang lepas kurang nge grip new fujifilm,0,2
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3110,Kota Tangerang Selatan,31160,4.7,2090,465,1,"Lehernya patah, seller nya ga bisa ganti rugi. Gatau di cek dulu apa ngga sebelum di kirim",Negative,Fear,False,"lehernya patah, seller nya ga bisa ganti rugi. gatau di cek dulu apa ngga sebelum di kirim",leher patah seller nya ga ganti rugi gatau cek dulu apa ngga kirim,0,1
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3111,Kota Tangerang Selatan,31160,4.7,2090,465,1,"barangnya tidak berfungsi dengan baik, kakinya, ga bisa di kunci,....yg lainnya oke",Negative,Sadness,False,"barangnya tidak berfungsi dengan baik, kakinya, ga bisa di kunci,.yg lainnya oke",barang tidak fungsi baik kaki ga kunci yg lain oke,0,2
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3112,Kota Tangerang Selatan,31160,4.7,2090,465,2,"setelah beberapa lama barang sudah agak rusak, padahal pemakaian jarang",Negative,Sadness,False,"setelah beberapa lama barang sudah agak rusak, padahal pemakaian jarang",beberapa lama barang rusak padahal pakai jarang,0,2
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3113,Kota Tangerang Selatan,31160,4.7,2090,465,1,"kaki tripod rusak, tdk bs terkunci, di angkat lsg turun",Negative,Sadness,False,"kaki tripod rusak, tdk bs terkunci, di angkat lsg turun",kaki tripod rusak tdk bs kunci angkat lsg turun,0,2
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro",Jakarta Utara,24000,4.8,4031,979,3,"Uda di noted tulung di cek baik baik. Mungkin drivernya kali ya yg patahin. 1. j hook PATAH , 2. 3M rusak kyk keteken kucel mirip duit lama #Pdhal pembelian pertama memuaskan knpa yg kedua begini #Lain x tulung di cek lebih teliti lagi yah",Negative,Fear,False,"uda di noted tulung di cek baik baik. mungkin drivernya kali ya yg patahin. 1. j hook patah , 2. 3m rusak kyk keteken kucel mirip duit lama #pdhal pembelian pertama memuaskan knpa yg kedua begini #lain x tulung di cek lebih teliti lagi yah",uda noted tulung cek baik baik mungkin drivernya kali yg patahin hook patah rusak kyk teken kucel mirip duit lama pdhal beli pertama muas knpa yg dua begini tulung cek lebih teliti yah,0,1
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro",Jakarta Utara,24000,4.8,4031,979,3,Bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,Negative,Sadness,False,bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,bahan kurang kuat mau pasang quick mount malah patah mekanisme kunci,0,2
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro",Jakarta Utara,24000,4.8,4031,979,3,"Pengiriman cepat, cma packingnya ndak rapi, trus barangnya mudah patah, blom di pkai sudah patah",Negative,Sadness,False,"pengiriman cepat, cma packingnya ndak rapi, trus barangnya mudah patah, blom di pkai sudah patah",kirim cepat cma packingnya ndak rapi trus barang mudah patah blom pkai patah,0,2
